Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation
fffe31003600390038003800,11/13/2008,Male,Service,Yes,1,3
fffe33003300360030003500,1/5/2008,Male,Service,No,3,7
fffe3900380030003300,12/6/2008,Male,Service,Yes,2,4
fffe31003700330034003500,9/21/2008,Female,Product,Yes,3,4
fffe31003500360036003900,9/14/2008,Male,Product,Yes,3,5
fffe3200380033003100,3/11/2008,Male,Product,Yes,3,7
fffe3900360033003900,10/21/2008,Male,Product,No,3,7
fffe33003000370031003200,7/10/2008,Female,Service,No,3,5
fffe32003700370036003200,3/23/2008,Female,Product,Yes,2,2
fffe31003400320034003300,9/24/2008,Male,Product,No,2,4
fffe32003600360034003200,4/9/2008,Female,Service,Yes,1,2
fffe32003700380035003100,11/14/2008,Female,Service,No,3,7
fffe31003400350034003200,2/14/2008,Female,Service,No,0,1
fffe31003000320038003200,7/10/2008,Male,Service,No,2,5
fffe32003400300030003800,10/4/2008,Female,Product,No,1,4
fffe32003600320038003300,8/9/2008,Female,Product,No,3,5
fffe3300340035003700,2/25/2008,Male,Service,Yes,1,3
fffe31003900320032003000,8/22/2008,Male,Service,Yes,1,2
fffe3300370032003100,1/16/2008,Female,Service,Yes,2,4
fffe33003300350038003900,7/19/2008,Female,Product,Yes,2,3
fffe32003900360038003700,12/10/2008,Male,Product,Yes,1,3
fffe3100380033003400,1/6/2008,Male,Service,No,3,5
fffe3900390032003500,12/15/2008,Male,Service,No,0,1
fffe32003200320035003600,9/15/2008,Male,Product,No,1,2
fffe32003700380031003900,2/15/2008,Female,Service,Yes,1,2
fffe3400330034003000,4/3/2008,Female,Service,Yes,2,3
fffe33003300380035003400,12/30/2008,Male,Service,Yes,2,3
fffe3300380034003000,7/13/2008,Female,Service,No,2,4
fffe32003500360039003200,11/3/2008,Female,Product,No,4,7
fffe31003700360038003600,7/3/2008,Male,Product,Yes,1,3
fffe33003300370036003200,9/2/2008,Male,Service,No,2,6
fffe3200340039003500,4/17/2008,Female,Product,No,2,4
fffe3600300036003500,12/16/2008,Male,Service,Yes,4,7
fffe31003300370032003000,9/30/2008,Male,Product,Yes,4,7
fffe3700360036003700,5/8/2008,Female,Service,No,4,7
fffe33003200390030003200,6/9/2008,Male,Service,No,0,1
fffe31003500340035003100,2/15/2008,Female,Service,Yes,2,6
fffe33003000350035003300,11/23/2008,Female,Service,No,0,1
fffe31003400300036003000,2/26/2008,Female,Service,No,4,8
fffe31003700330035003200,2/19/2008,Male,Product,No,2,4
fffe33003000320032003400,2/20/2008,Male,Product,No,3,5
fffe32003300350034003700,3/22/2008,Female,Product,No,2,3
fffe32003200340034003400,2/19/2008,Female,Service,Yes,3,5
fffe3800380035003100,7/28/2008,Female,Service,No,1,3
fffe33003100310039003900,1/29/2008,Female,Product,No,3,6
fffe3700330032003300,5/31/2008,Male,Service,Yes,1,4
fffe32003300390033003900,11/2/2008,Female,Service,Yes,2,5
fffe31003500370037003700,11/29/2008,Male,Product,No,2,5
fffe32003000310035003500,3/25/2008,Female,Service,Yes,1,1
fffe38003200,12/15/2008,Male,Service,Yes,3,8
fffe31003900310032003600,9/29/2008,Female,Product,No,4,7
fffe32003200320039003900,9/27/2008,Female,Service,Yes,1,2
fffe33003000360035003200,8/24/2008,Male,Service,Yes,3,6
fffe33003100390031003800,6/13/2008,Male,Product,Yes,3,6
fffe32003800360031003400,3/23/2008,Male,Product,No,2,6
fffe32003300320034003300,6/13/2008,Male,Service,Yes,3,7
fffe3800330032003400,8/22/2008,Male,Product,No,2,4
fffe3600380038003000,10/7/2008,Female,Service,Yes,2,5
fffe32003500320030003700,11/15/2008,Male,Product,Yes,1,3
fffe33003400330032003600,10/24/2008,Female,Service,Yes,1,1
fffe32003300380030003600,4/24/2008,Male,Service,Yes,4,6
fffe31003000360032003900,8/16/2008,Male,Service,Yes,3,7
fffe3300310032003500,7/11/2008,Female,Product,Yes,1,2
fffe3200320033003000,3/26/2008,Male,Service,No,4,9
fffe340032003600,6/28/2008,Male,Service,Yes,1,3
fffe3900390036003500,4/22/2008,Male,Product,Yes,4,9
fffe3900310039003900,1/17/2008,Female,Service,Yes,1,2
fffe3700390037003100,9/21/2008,Male,Service,Yes,3,6
fffe31003200340031003600,3/31/2008,Male,Service,No,3,5
fffe33003200380038003800,7/19/2008,Male,Service,No,2,3
fffe32003400380038003200,4/27/2008,Male,Service,Yes,3,5
fffe32003300330037003600,4/4/2008,Female,Service,No,1,3
fffe33003400360030003700,9/10/2008,Female,Service,No,3,5
fffe31003900340030003800,1/7/2008,Female,Service,Yes,2,4
fffe33003400300037003400,6/23/2008,Male,Product,Yes,2,3
fffe3400360035003700,4/11/2008,Male,Product,No,3,6
fffe33003000340039003100,5/20/2008,Female,Service,No,2,4
fffe32003000390030003300,4/21/2008,Female,Product,No,3,6
fffe32003800300030003000,3/25/2008,Male,Service,No,2,2
fffe32003500300032003800,2/15/2008,Female,Product,No,1,3
fffe3800330032003700,5/21/2008,Male,Product,No,4,7
fffe32003900380039003600,11/4/2008,Female,Service,Yes,2,2
fffe3200310031003300,3/22/2008,Female,Service,Yes,2,4
fffe32003700350038003000,10/14/2008,Female,Product,Yes,2,3
fffe31003800370033003700,9/30/2008,Male,Service,No,2,3
fffe33003300380038003100,5/2/2008,Male,Service,No,3,7
fffe31003400340030003400,5/8/2008,Male,Service,Yes,2,4
fffe31003000340030003400,2/10/2008,Female,Product,No,2,4
fffe31003400330032003700,6/1/2008,Female,Service,Yes,1,2
fffe31003700310030003300,8/6/2008,Female,Product,No,3,5
fffe31003300310033003300,7/6/2008,Male,Product,No,3,8
fffe33003400330031003500,10/22/2008,Male,Service,No,3,6
fffe32003800300036003800,10/8/2008,Male,Product,Yes,3,6
fffe33003000300032003900,6/1/2008,Female,Service,No,0,1
fffe32003800390035003700,6/4/2008,Male,Product,Yes,2,4
fffe3400320036003200,9/6/2008,Female,Service,Yes,3,5
fffe33003200390038003700,7/30/2008,Female,Service,Yes,2,3
fffe33003100380035003700,11/7/2008,Male,Service,No,1,2
fffe32003900350032003100,2/9/2008,Female,Service,Yes,0,1
fffe31003400360032003800,6/21/2008,Female,Service,Yes,4,8
fffe32003500340030003200,8/31/2008,Female,Service,Yes,1,1
fffe32003600330035003300,9/16/2008,Female,Service,Yes,1,2
fffe3700320033003600,10/2/2008,Female,Product,Yes,2,3
fffe31003400310033003000,2/10/2008,Male,Service,Yes,2,5
fffe31003400380034003800,7/31/2008,Female,Service,No,2,4
fffe32003300340039003700,8/9/2008,Female,Product,Yes,1,4
fffe31003300360031003300,3/15/2008,Male,Product,No,2,5
fffe3500350037003800,3/10/2008,Female,Service,Yes,2,3
fffe32003300350035003400,12/6/2008,Male,Product,No,2,5
fffe3600310037003400,2/1/2008,Male,Product,Yes,1,3
fffe3200350036003400,7/26/2008,Male,Service,Yes,1,3
fffe33003100350034003600,11/23/2008,Male,Product,Yes,2,3
fffe3700390038003600,1/6/2008,Female,Service,No,3,5
fffe31003200350033003800,2/24/2008,Female,Service,Yes,1,3
fffe32003300320033003400,10/9/2008,Female,Service,No,2,5
fffe31003900360035003900,5/3/2008,Female,Product,No,0,1
fffe3400360036003800,1/23/2008,Male,Service,No,2,4
fffe3100320032003000,5/12/2008,Female,Service,No,2,6
fffe3900310038003900,3/3/2008,Female,Service,No,4,7
fffe3500330032003600,1/5/2008,Male,Service,No,4,9
fffe3700370034003000,11/14/2008,Male,Service,Yes,1,3
fffe3100310038003800,6/12/2008,Female,Product,No,2,4
fffe33003300350036003500,9/25/2008,Male,Service,No,3,8
fffe33003400390031003600,11/23/2008,Male,Service,No,4,8
fffe31003400370035003400,5/11/2008,Female,Service,Yes,1,3
fffe31003600340039003900,8/12/2008,Female,Service,No,2,5
fffe31003600350034003300,2/23/2008,Male,Product,Yes,5,10
fffe32003900310033003300,8/4/2008,Female,Service,No,3,5
fffe32003700300039003800,11/25/2008,Female,Service,Yes,2,5
fffe32003600340036003300,9/24/2008,Female,Service,Yes,1,1
fffe31003100340039003600,9/6/2008,Male,Service,Yes,3,5
fffe31003700340036003000,11/3/2008,Male,Product,No,2,4
fffe31003600390030003700,4/3/2008,Male,Product,Yes,1,2
fffe32003500320036003900,8/16/2008,Female,Service,No,3,6
fffe32003200330033003700,1/6/2008,Male,Service,Yes,0,2
fffe32003500380035003600,1/16/2008,Female,Service,No,1,2
fffe32003900330030003800,7/23/2008,Female,Service,Yes,2,3
fffe3700360031003700,5/18/2008,Female,Service,No,3,8
fffe31003400350032003300,8/31/2008,Female,Service,Yes,2,5
fffe31003000300034003900,11/29/2008,Female,Product,Yes,1,2
fffe31003500370032003200,6/10/2008,Male,Service,No,3,6
fffe31003400330039003100,10/29/2008,Male,Product,No,4,7
fffe33003100340037003400,6/6/2008,Male,Service,No,2,3
fffe33003300390033003500,6/21/2008,Female,Product,No,4,8
fffe390035003800,5/14/2008,Female,Service,Yes,2,5
fffe31003500310033003600,11/23/2008,Male,Service,No,1,4
fffe31003600390032003600,12/11/2008,Female,Service,Yes,2,3
fffe31003600300038003000,7/9/2008,Female,Product,No,3,5
fffe3800390036003400,2/28/2008,Male,Product,Yes,1,3
fffe33003100380031003200,6/3/2008,Male,Service,Yes,0,3
fffe33003100390033003000,10/11/2008,Male,Service,No,2,5
fffe31003100370034003800,3/16/2008,Male,Service,Yes,0,1
fffe32003500370034003400,7/15/2008,Male,Service,No,1,4
fffe350039003100,7/17/2008,Male,Product,No,5,10
fffe31003000340030003500,4/22/2008,Female,Service,No,2,3
fffe33003300340034003300,5/31/2008,Male,Service,Yes,1,3
fffe31003600330032003500,12/3/2008,Male,Service,No,3,6
fffe31003400350037003900,4/30/2008,Male,Service,No,3,6
fffe31003800370035003000,11/9/2008,Female,Service,No,4,6
fffe3400320037003600,11/7/2008,Female,Service,Yes,2,4
fffe33003100390034003000,11/26/2008,Male,Product,No,2,5
fffe31003000340037003600,10/4/2008,Female,Service,Yes,2,4
fffe3800380033003600,7/17/2008,Female,Product,No,3,6
fffe33003300380030003100,3/30/2008,Male,Service,No,3,6
fffe3900370035003800,9/10/2008,Female,Product,Yes,1,2
fffe3800370031003400,9/2/2008,Male,Service,Yes,2,4
fffe3600380039003100,8/26/2008,Female,Product,No,3,5
fffe3100300039003200,2/3/2008,Female,Service,No,2,4
fffe31003000330034003700,8/8/2008,Male,Service,Yes,2,2
fffe33003400390034003000,3/20/2008,Male,Service,Yes,2,2
fffe32003600360035003500,5/30/2008,Male,Product,Yes,0,1
fffe3900380031003100,6/30/2008,Female,Product,No,1,4
fffe3200350035003000,4/25/2008,Male,Product,Yes,3,6
fffe32003400310032003000,8/19/2008,Male,Product,No,2,5
fffe33003200340033003300,1/6/2008,Male,Service,No,4,7
fffe3800340035003200,8/31/2008,Female,Product,No,4,7
fffe32003300360035003400,4/18/2008,Male,Service,No,2,6
fffe3200380031003700,1/6/2008,Female,Product,Yes,1,3
fffe31003200360035003900,7/1/2008,Female,Product,No,2,5
fffe33003200320036003800,9/26/2008,Male,Service,Yes,0,2
fffe31003500320035003500,2/12/2008,Female,Service,Yes,2,3
fffe31003400330039003500,5/22/2008,Male,Service,No,3,6
fffe32003600360038003200,12/3/2008,Female,Product,Yes,1,3
fffe33003000,7/7/2008,Female,Service,Yes,2,3
fffe33003300370036003900,4/30/2008,Male,Product,No,3,6
fffe31003200310031003600,11/14/2008,Male,Service,Yes,3,6
fffe33003400320035003000,7/17/2008,Female,Product,Yes,2,3
fffe33003100300036003800,6/25/2008,Female,Service,Yes,1,3
fffe3200370037003800,8/18/2008,Male,Product,No,2,5
fffe32003500300036003500,6/1/2008,Female,Product,Yes,1,4
fffe32003800380034003300,9/16/2008,Male,Service,No,2,4
fffe33003100350032003000,1/31/2008,Female,Service,Yes,2,5
fffe31003300340031003000,6/17/2008,Male,Service,No,2,6
fffe32003100390031003500,11/16/2008,Male,Product,No,3,6
fffe3100380034003300,1/29/2008,Female,Product,No,4,7
fffe31003100320030003300,5/30/2008,Male,Service,No,3,5
fffe31003200350035003800,3/9/2008,Female,Service,No,3,6
fffe31003200350034003500,6/6/2008,Male,Service,Yes,3,8
fffe32003500380037003700,3/27/2008,Male,Product,Yes,3,5
fffe32003500320031003100,6/26/2008,Female,Service,Yes,1,1
fffe3700310035003300,8/10/2008,Male,Product,No,3,7
fffe31003300390035003400,7/29/2008,Male,Product,Yes,1,3
fffe31003400390037003000,4/26/2008,Female,Product,Yes,3,5
fffe32003600300037003100,11/27/2008,Male,Product,No,4,8
fffe3900380038003700,6/14/2008,Female,Service,Yes,4,7
fffe3600390031003300,4/22/2008,Male,Product,Yes,3,5
fffe33003100390031003100,8/22/2008,Male,Service,No,3,6
fffe3100320036003300,11/19/2008,Male,Service,No,4,8
fffe3900350030003300,4/24/2008,Male,Product,Yes,3,4
fffe32003300350036003100,10/11/2008,Male,Product,No,3,6
fffe33003200360032003400,8/5/2008,Male,Service,No,3,3
fffe31003400320038003000,7/19/2008,Male,Service,No,0,2
fffe31003300310033003900,7/31/2008,Female,Product,Yes,2,4
fffe3800300034003300,10/14/2008,Female,Service,Yes,2,5
fffe32003200370031003200,10/23/2008,Male,Product,No,2,6
fffe31003400340039003200,7/27/2008,Female,Service,No,1,3
fffe32003600340039003600,7/31/2008,Male,Product,Yes,3,6
fffe33003100370036003600,5/7/2008,Male,Service,Yes,4,8
fffe32003600320031003600,11/3/2008,Male,Service,No,3,6
fffe32003000380030003700,7/16/2008,Male,Service,No,2,4
fffe32003700340034003800,9/3/2008,Male,Product,No,2,4
fffe32003100350030003100,2/27/2008,Female,Product,Yes,1,3
fffe32003400380031003200,7/2/2008,Female,Product,Yes,1,2
fffe31003300370030003800,1/12/2008,Male,Product,No,4,8
fffe32003500360031003400,9/17/2008,Male,Service,Yes,3,7
fffe3600370037003500,5/17/2008,Male,Product,Yes,1,2
fffe32003300380034003100,11/10/2008,Female,Product,No,2,4
fffe32003800310031003300,10/19/2008,Male,Service,No,4,8
fffe31003700330031003300,2/15/2008,Male,Product,No,2,5
fffe32003000300036003900,8/27/2008,Male,Product,No,5,10
fffe31003200370032003100,11/17/2008,Female,Service,Yes,3,8
fffe3500340039003400,9/26/2008,Female,Service,Yes,3,5
fffe32003400330037003400,4/9/2008,Female,Product,Yes,3,6
fffe31003000340039003900,2/1/2008,Female,Service,Yes,2,5
fffe31003600350038003800,9/16/2008,Male,Service,No,5,10
fffe3400320039003600,11/3/2008,Female,Service,No,0,1
fffe3800310034003200,6/4/2008,Female,Service,Yes,1,4
fffe31003500340033003600,8/2/2008,Male,Service,Yes,1,2
fffe3700340036003200,10/19/2008,Male,Service,Yes,2,3
fffe32003800340036003200,7/28/2008,Male,Service,No,4,7
fffe3700390035003900,8/25/2008,Female,Service,Yes,1,2
fffe32003500300039003100,4/29/2008,Male,Service,No,4,6
fffe31003800340039003900,4/4/2008,Male,Product,Yes,3,5
fffe32003200360032003300,11/17/2008,Male,Service,No,3,6
fffe3900370038003200,7/5/2008,Female,Service,No,4,7
fffe3400300031003000,11/4/2008,Female,Service,Yes,1,2
fffe31003700390036003500,11/29/2008,Male,Product,No,3,7
fffe32003000390035003900,10/12/2008,Male,Service,No,2,5
fffe32003400330038003700,2/3/2008,Female,Product,No,3,6
fffe32003100300037003100,8/22/2008,Female,Product,No,3,6
fffe32003700390038003300,10/18/2008,Male,Product,Yes,3,5
fffe31003400380034003400,5/26/2008,Male,Service,No,3,6
fffe31003500310036003100,3/17/2008,Female,Product,Yes,4,8
fffe31003200360032003300,11/27/2008,Male,Product,Yes,3,5
fffe33003400350032003300,3/19/2008,Female,Service,Yes,2,4
fffe32003300300035003300,12/16/2008,Male,Service,No,1,3
fffe33003200380031003700,8/1/2008,Male,Product,No,1,2
fffe3700360039003000,11/25/2008,Female,Service,Yes,0,1
fffe33003300310035003000,1/12/2008,Male,Service,Yes,1,4
fffe31003500390036003900,11/5/2008,Male,Product,Yes,3,5
fffe380037003500,2/3/2008,Male,Service,Yes,3,5
fffe31003200330033003100,7/9/2008,Male,Service,Yes,2,3
fffe31003200320032003700,10/30/2008,Female,Service,Yes,3,5
fffe33003000380031003700,1/16/2008,Female,Product,Yes,1,2
fffe32003400320032003300,7/23/2008,Female,Service,Yes,3,7
fffe33003000340035003500,1/18/2008,Female,Service,No,4,8
fffe31003800320033003300,9/23/2008,Male,Service,No,2,4
fffe3600390031003800,9/14/2008,Female,Product,Yes,2,4
fffe33003300370036003700,6/16/2008,Female,Service,Yes,0,1
fffe31003600390032003000,4/2/2008,Female,Service,No,2,4
fffe32003000350038003100,6/29/2008,Male,Service,No,1,3
fffe31003500330033003400,10/14/2008,Female,Service,Yes,2,2
fffe32003000380032003800,6/10/2008,Male,Service,Yes,2,5
fffe31003400350032003000,4/25/2008,Female,Product,Yes,2,2
fffe31003300300037003700,2/28/2008,Female,Service,No,3,4
fffe310032003900,10/17/2008,Female,Service,No,3,6
fffe33003200380036003500,11/21/2008,Female,Service,Yes,2,4
fffe3900340033003300,9/28/2008,Male,Service,No,1,2
fffe33003000380036003000,3/10/2008,Male,Product,No,4,7
fffe31003500300038003400,4/20/2008,Female,Service,Yes,3,6
fffe3500350036003500,12/6/2008,Female,Service,No,2,5
fffe3600350033003500,5/15/2008,Female,Product,Yes,2,3
fffe33003200300037003100,9/1/2008,Female,Service,No,2,3
fffe3300310032003000,10/30/2008,Female,Service,Yes,2,6
fffe32003100300034003800,10/23/2008,Male,Service,Yes,1,2
fffe3300320038003500,5/7/2008,Male,Service,No,3,6
fffe32003000330035003400,1/30/2008,Male,Product,No,3,6
fffe3800330036003800,4/30/2008,Male,Product,No,2,4
fffe3600360030003200,1/26/2008,Female,Service,Yes,1,3
fffe3500380036003000,6/26/2008,Female,Service,No,3,5
fffe31003200380036003500,10/16/2008,Female,Product,No,5,9
fffe3200380038003300,2/11/2008,Female,Service,No,2,4
fffe33003400390031003100,7/12/2008,Female,Service,No,3,6
fffe3700320039003400,11/20/2008,Male,Product,Yes,3,7
fffe31003600380030003100,10/6/2008,Female,Service,Yes,2,4
fffe3900300035003800,2/14/2008,Female,Service,No,2,4
fffe31003300360036003900,10/6/2008,Male,Service,No,1,3
fffe31003100360032003200,5/5/2008,Female,Service,No,2,6
fffe31003500340031003600,4/5/2008,Female,Service,Yes,2,5
fffe31003000300034003700,10/17/2008,Female,Service,Yes,2,5
fffe3600380032003700,9/27/2008,Male,Service,Yes,0,2
fffe32003800310037003800,3/21/2008,Male,Service,No,2,4
fffe31003600370034003600,11/15/2008,Female,Service,Yes,3,5
fffe32003400320038003600,11/21/2008,Male,Product,No,2,5
fffe32003300340036003200,2/16/2008,Female,Service,No,3,6
fffe3500300038003900,10/9/2008,Male,Product,No,3,5
fffe31003500360036003000,12/27/2008,Female,Service,Yes,3,6
fffe31003000390036003800,8/11/2008,Male,Product,Yes,4,7
fffe3900320031003600,1/13/2008,Female,Product,Yes,2,3
fffe33003300360035003400,6/15/2008,Female,Service,Yes,2,5
fffe31003100370038003700,12/24/2008,Female,Service,Yes,1,2
fffe33003300320034003500,4/23/2008,Female,Service,No,1,1
fffe3300370033003700,2/15/2008,Female,Service,No,2,3
fffe32003000320030003100,9/8/2008,Male,Service,Yes,2,4
fffe32003400320036003000,4/15/2008,Male,Service,Yes,2,4
fffe33003200330037003600,12/5/2008,Male,Service,Yes,2,4
fffe31003900380031003100,1/22/2008,Male,Service,No,5,10
fffe3700350035003200,4/11/2008,Female,Service,Yes,2,3
fffe32003100310030003200,11/10/2008,Male,Service,Yes,2,3
fffe31003100370031003400,11/18/2008,Female,Product,Yes,3,6
fffe31003800370030003700,4/2/2008,Male,Service,Yes,1,2
fffe3700370034003600,1/14/2008,Male,Service,Yes,2,4
fffe3900370039003400,8/16/2008,Female,Service,No,0,2
fffe32003500330035003600,7/11/2008,Male,Service,Yes,0,2
fffe31003300360031003900,7/9/2008,Female,Service,Yes,3,5
fffe32003300380034003800,1/24/2008,Female,Service,Yes,2,4
fffe31003800390035003000,11/16/2008,Female,Product,Yes,3,7
fffe31003100300039003300,9/5/2008,Male,Service,No,2,6
fffe32003100350033003200,1/7/2008,Male,Product,No,2,5
fffe3200360034003100,6/20/2008,Female,Service,No,0,1
fffe32003200340033003800,11/19/2008,Male,Service,Yes,1,3
fffe32003600360030003100,4/16/2008,Male,Service,Yes,4,8
fffe31003600340033003500,6/28/2008,Male,Service,No,3,5
fffe3200330030003800,10/3/2008,Female,Service,Yes,1,2
fffe32003900370035003300,4/6/2008,Female,Product,Yes,2,3
fffe31003500380031003300,5/20/2008,Male,Service,No,0,1
fffe31003600360038003400,10/25/2008,Female,Product,Yes,1,4
fffe3400380034003800,8/29/2008,Female,Product,Yes,1,3
fffe33003100380039003200,12/27/2008,Female,Product,No,2,3
fffe31003100330034003200,11/20/2008,Female,Service,Yes,2,5
fffe31003600340030003800,11/24/2008,Male,Service,No,2,5
fffe3100380035003900,9/23/2008,Male,Service,Yes,1,2
fffe32003900380039003500,2/9/2008,Male,Service,Yes,0,1
fffe31003700300030003800,5/18/2008,Male,Service,Yes,3,6
fffe31003800370031003800,1/29/2008,Male,Product,Yes,2,6
fffe3200330033003600,5/27/2008,Female,Service,Yes,1,2
fffe3700360038003700,10/15/2008,Male,Service,No,4,9
fffe3300320031003700,9/12/2008,Male,Service,No,2,5
fffe31003100360030003200,9/11/2008,Male,Product,Yes,2,4
fffe31003300360036003800,9/30/2008,Female,Service,No,2,4
fffe32003100390033003800,11/17/2008,Male,Service,No,3,6
fffe31003900350039003000,5/22/2008,Female,Product,No,2,4
fffe32003200320033003300,12/2/2008,Male,Service,Yes,1,3
fffe32003800340035003300,1/18/2008,Male,Product,Yes,3,6
fffe31003100330032003800,1/4/2008,Female,Service,Yes,1,3
fffe3400350039003900,11/12/2008,Female,Service,No,1,3
fffe3800310036003000,3/23/2008,Male,Product,Yes,1,2
fffe31003600320033003600,3/15/2008,Male,Service,Yes,3,4
fffe32003400370039003500,2/21/2008,Male,Service,Yes,1,3
fffe3700300036003800,9/17/2008,Male,Service,Yes,1,1
fffe33003000300033003200,1/23/2008,Female,Service,No,3,5
fffe33003000370037003100,9/18/2008,Male,Service,No,3,6
fffe31003100320038003100,11/14/2008,Male,Service,No,3,7
fffe32003500370035003700,1/12/2008,Male,Service,No,4,7
fffe31003100320038003500,2/4/2008,Male,Service,Yes,3,7
fffe32003600300035003500,8/8/2008,Male,Service,Yes,1,2
fffe32003600300034003900,12/4/2008,Female,Service,No,2,4
fffe3300320039003400,4/15/2008,Female,Service,Yes,2,5
fffe32003800390033003300,12/11/2008,Male,Service,No,3,7
fffe31003600340035003800,6/21/2008,Male,Product,No,2,4
fffe32003000390030003700,7/26/2008,Female,Service,Yes,1,3
fffe31003300320038003100,7/12/2008,Female,Service,Yes,2,3
fffe31003600370030003700,4/15/2008,Male,Service,Yes,0,1
fffe32003000330039003400,1/8/2008,Male,Service,No,3,6
fffe31003800340037003100,6/7/2008,Male,Service,No,2,4
fffe31003500370038003900,2/14/2008,Male,Product,Yes,2,3
fffe3500300037003700,5/31/2008,Female,Service,No,2,5
fffe32003000320037003300,11/6/2008,Female,Product,Yes,2,3
fffe31003900320036003700,1/8/2008,Male,Product,No,3,6
fffe31003900350038003800,4/23/2008,Female,Service,No,4,8
fffe31003800300034003200,5/25/2008,Male,Service,Yes,2,4
fffe33003400350036003800,11/12/2008,Female,Product,No,3,7
fffe31003400340034003400,5/27/2008,Male,Product,No,4,7
fffe32003600320037003200,8/17/2008,Female,Service,Yes,2,4
fffe3300390033003300,12/7/2008,Female,Service,Yes,3,4
fffe32003200300031003300,11/28/2008,Female,Product,Yes,1,3
fffe3100360036003100,10/11/2008,Male,Service,Yes,1,2
fffe31003100320039003900,10/4/2008,Female,Service,Yes,1,4
fffe32003700350031003400,8/28/2008,Male,Service,No,3,6
fffe33003100360033003100,5/6/2008,Male,Product,No,3,5
fffe3400310039003600,2/17/2008,Female,Service,No,1,2
fffe32003300330036003400,1/25/2008,Female,Service,Yes,3,7
fffe33003100320038003300,2/4/2008,Male,Service,No,3,6
fffe32003200330034003600,10/23/2008,Male,Service,Yes,1,2
fffe31003700350038003500,3/1/2008,Female,Service,Yes,3,7
fffe32003100390030003900,4/20/2008,Male,Service,Yes,2,4
fffe31003000330036003000,10/6/2008,Male,Service,Yes,2,4
fffe390034003300,5/20/2008,Male,Service,Yes,0,1
fffe3300310039003200,4/29/2008,Male,Service,Yes,3,4
fffe31003700320030003600,7/14/2008,Female,Product,Yes,0,3
fffe31003500330030003600,5/28/2008,Male,Product,No,4,7
fffe32003300360039003200,6/14/2008,Male,Service,Yes,4,9
fffe3500350031003400,11/1/2008,Male,Service,Yes,2,5
fffe33003000390037003000,7/24/2008,Female,Product,Yes,2,4
