Name,Burnout,fatigue_predictions
fffe31003900320032003000,0.262564369,4.089570806
fffe3300370032003100,0.397965516,5.337944781
fffe33003300350038003900,0.33112775,4.662285249
fffe32003900360038003700,0.337690152,4.90650191
fffe3100380033003400,0.524973011,6.550341821
fffe3900390032003500,0.158833809,2.257400385
fffe32003200320035003600,0.281620332,4.00016727
fffe32003700380031003900,0.254285563,4.062145297
fffe3400330034003000,0.33112775,4.657798658
fffe33003300380035003400,0.34499061,4.79108067
fffe3300380034003000,0.436015126,5.727418583
fffe32003500360039003200,0.662167637,7.434310827
fffe31003700360038003600,0.337690152,4.90650191
fffe33003300370036003200,0.595280053,7.216022491
fffe3200340039003500,0.436015126,5.718380903
fffe3600300036003500,0.652865672,7.4954391
fffe31003300370032003000,0.652865672,7.4954391
fffe3700360036003700,0.662167637,7.434310827
fffe33003200390030003200,0.158833809,2.257400385
fffe31003500340035003100,0.543237516,6.99253574
fffe33003000350035003300,0.147012473,2.330981112
fffe31003400300036003000,0.727879553,8.023487985
fffe31003700330035003200,0.46149155,5.968196437
fffe33003000320032003400,0.524973011,6.556421954
fffe32003300350034003700,0.35671643,4.75842485
fffe32003200340034003400,0.459481525,5.69175552
fffe3800380035003100,0.344924779,4.923494598
fffe33003100310039003900,0.574903375,6.834221258
fffe3700330032003300,0.389197442,5.355559378
fffe32003300390033003900,0.461946432,5.899659741
fffe31003500370037003700,0.525542446,6.652886431
fffe32003000310035003500,0.170282712,2.672068979
fffe38003200,0.690574047,8.264337303
fffe31003900310032003600,0.662167637,7.434310827
fffe32003200320039003900,0.254285563,4.062145297
fffe33003000360035003200,0.55162539,6.654691351
fffe33003100390031003800,0.55162539,6.654691351
fffe32003800360031003400,0.595280053,7.216022491
fffe32003300320034003300,0.62486213,7.475936492
fffe3800330032003400,0.46149155,5.968196437
fffe3600380038003000,0.461946432,5.899659741
fffe32003500320030003700,0.337690152,4.90650191
fffe33003400330032003600,0.170282712,2.672068979
fffe32003300380030003600,0.582729966,6.975064656
fffe31003000360032003900,0.62486213,7.475936492
fffe3300310032003500,0.254285563,4.072767814
fffe3200320033003000,0.805901126,8.685358593
fffe340032003600,0.337690152,4.904528722
fffe3900390036003500,0.784777825,8.595661901
fffe3900310039003900,0.254285563,4.062145297
fffe3700390037003100,0.55162539,6.654691351
fffe31003200340031003600,0.524973011,6.550341821
fffe33003200380038003800,0.375027583,4.891907762
fffe32003400380038003200,0.474682515,5.942067869
fffe32003300330037003600,0.344924779,4.923494598
fffe33003400360030003700,0.509513977,6.180284019
fffe31003900340030003800,0.397965516,5.337944781
fffe33003400300037003400,0.34499061,4.793053858
fffe3400360035003700,0.590362409,7.065023036
fffe33003000340039003100,0.436015126,5.727418583
fffe32003000390030003300,0.574903375,6.834221258
fffe32003800300030003000,0.297053321,3.563251728
fffe32003500300032003800,0.344924779,4.944806279
fffe3800330032003700,0.673988973,7.458739611
fffe32003900380039003600,0.253153488,3.618448937
fffe3200310031003300,0.397965516,5.337944781
fffe32003700350038003000,0.33112775,4.662285249
fffe31003800370033003700,0.375027583,4.891907762
fffe33003300380038003100,0.657523783,7.558137622
fffe31003400340030003400,0.411828376,5.48139721
fffe31003000340030003400,0.436015126,5.718380903
fffe31003400330032003700,0.254285563,4.062145297
fffe31003700310030003300,0.509513977,6.186364152
fffe31003300310033003300,0.723235699,8.455316161
fffe33003400330031003500,0.590362409,7.065023036
fffe32003800300036003800,0.55162539,6.654691351
fffe33003000300032003900,0.147012473,2.330981112
fffe32003800390035003700,0.411828376,5.476622666
fffe3400320036003200,0.459481525,5.69175552
fffe33003200390038003700,0.33112775,4.657798658
fffe33003100380035003700,0.281620332,3.986128271
fffe32003900350032003100,0.13149904,2.437718707
fffe31003400360032003800,0.710298783,7.933345612
fffe32003500340030003200,0.170282712,2.672068979
fffe32003600330035003300,0.254285563,4.062145297
fffe3700320033003600,0.33112775,4.662285249
fffe31003400310033003000,0.475809292,6.137519268
fffe31003400380034003800,0.436015126,5.727418583
fffe32003300340039003700,0.380918637,5.302982867
fffe31003300360031003300,0.525542446,6.652886431
fffe3500350037003800,0.33112775,4.657798658
fffe32003300350035003400,0.525542446,6.652886431
fffe3600310037003400,0.337690152,4.90650191
fffe3200350036003400,0.337690152,4.904528722
fffe33003100350034003600,0.34499061,4.793053858
fffe3700390038003600,0.509513977,6.180284019
fffe31003200350033003800,0.329411346,4.84442796
fffe32003300320033003400,0.507231293,6.44553382
fffe31003900360035003900,0.147012473,2.349446957
fffe3400360036003800,0.46149155,5.979747518
fffe3100320032003000,0.576968901,7.1419703
fffe3900310038003900,0.662167637,7.434310827
fffe3500330032003600,0.805901126,8.685358593
fffe3700370034003000,0.337690152,4.904528722
fffe3100310038003800,0.436015126,5.718380903
fffe33003300350036003500,0.723235699,8.455316161
fffe33003400390031003600,0.739700889,8.061380389
fffe31003400370035003400,0.329411346,4.84442796
fffe31003600340039003900,0.507231293,6.44553382
fffe31003600350034003300,0.840495102,9.138943116
fffe32003900310033003300,0.509513977,6.180284019
fffe32003700300039003800,0.461946432,5.899659741
fffe32003600340036003300,0.170282712,2.672068979
fffe31003100340039003600,0.474682515,5.942067869
fffe31003700340036003000,0.46149155,5.968196437
fffe31003600390030003700,0.262564369,4.09767992
fffe32003500320036003900,0.574903375,6.834221258
fffe32003200330033003700,0.223780697,3.524958765
fffe32003500380035003600,0.269798996,3.983064575
fffe32003900330030003800,0.33112775,4.657798658
fffe3700360031003700,0.707776665,8.375918086
fffe31003400350032003300,0.461946432,5.899659741
fffe31003000300034003900,0.254285563,4.072767814
fffe31003500370032003200,0.590362409,7.065023036
fffe31003400330039003100,0.673988973,7.458739611
fffe33003100340037003400,0.375027583,4.891907762
fffe33003300390033003500,0.727879553,8.023487985
fffe390035003800,0.461946432,5.899659741
fffe31003500310033003600,0.427879607,5.773796619
fffe31003600390032003600,0.33112775,4.657798658
fffe31003600300038003000,0.509513977,6.186364152
fffe3800390036003400,0.337690152,4.90650191
fffe33003100380031003200,0.290883619,4.451765468
fffe33003100390033003000,0.525542446,6.646806298
fffe31003100370034003800,0.139777846,2.377054206
fffe32003500370034003400,0.427879607,5.773796619
fffe350039003100,0.861618402,9.250433311
fffe31003000340030003500,0.35671643,4.737113168
fffe33003300340034003300,0.337690152,4.904528722
fffe31003600330032003500,0.590362409,7.065023036
fffe31003400350037003900,0.590362409,7.065023036
fffe31003800370035003000,0.598107297,7.08513202
fffe3400320037003600,0.397965516,5.337944781
fffe33003100390034003000,0.525542446,6.652886431
fffe31003000340037003600,0.397965516,5.337944781
fffe3800380033003600,0.574903375,6.834221258
fffe33003300380030003100,0.590362409,7.065023036
fffe3900370035003800,0.254285563,4.072767814
fffe3800370031003400,0.411828376,5.48139721
fffe3600380039003100,0.509513977,6.186364152
fffe3100300039003200,0.436015126,5.727418583
fffe31003000330034003700,0.267016348,3.718939782
fffe33003400390034003000,0.267016348,3.718939782
fffe32003600360035003500,0.139777846,2.387076763
fffe3900380031003100,0.408892999,5.561348017
fffe3200350035003000,0.55162539,6.654691351
fffe32003400310032003000,0.525542446,6.652886431
fffe33003200340033003300,0.673988973,7.458739611
fffe3800340035003200,0.662167637,7.434310827
fffe32003300360035003400,0.595280053,7.216022491
fffe3200380031003700,0.329411346,4.848914551
fffe31003200360035003900,0.507231293,6.454127355
fffe33003200320036003800,0.223780697,3.524958765
fffe31003500320035003500,0.33112775,4.657798658
fffe31003400330039003500,0.590362409,7.065023036
fffe32003600360038003200,0.329411346,4.848914551
fffe33003000,0.33112775,4.657798658
fffe33003300370036003900,0.590362409,7.065023036
fffe31003200310031003600,0.55162539,6.654691351
fffe33003400320035003000,0.33112775,4.662285249
fffe33003100300036003800,0.329411346,4.84442796
fffe3200370037003800,0.525542446,6.652886431
fffe32003500300036003500,0.380918637,5.302982867
fffe32003800380034003300,0.46149155,5.979747518
fffe33003100350032003000,0.461946432,5.899659741
fffe31003300340031003000,0.595280053,7.216022491
fffe32003100390031003500,0.590362409,7.065023036
fffe3100380034003300,0.662167637,7.434310827
fffe31003100320030003300,0.524973011,6.550341821
fffe31003200350035003800,0.574903375,6.834221258
fffe31003200350034003500,0.690574047,8.264337303
fffe32003500380037003700,0.474682515,5.948148002
fffe32003500320031003100,0.170282712,2.672068979
fffe3700310035003300,0.657523783,7.558137622
fffe31003300390035003400,0.337690152,4.90650191
fffe31003400390037003000,0.459481525,5.697835653
fffe32003600300037003100,0.739700889,8.061380389
fffe3900380038003700,0.644586867,7.456788498
fffe3600390031003300,0.474682515,5.948148002
fffe33003100390031003100,0.590362409,7.065023036
fffe3100320036003300,0.739700889,8.061380389
fffe3900350030003300,0.439934603,5.63642689
fffe32003300350036003100,0.590362409,7.065023036
fffe33003200360032003400,0.398839177,5.064426388
fffe31003400320038003000,0.24283666,3.465933599
fffe31003300310033003900,0.397965516,5.335683639
fffe3800300034003300,0.461946432,5.899659741
fffe32003200370031003200,0.595280053,7.216022491
fffe31003400340039003200,0.344924779,4.923494598
fffe32003600340039003600,0.55162539,6.654691351
fffe33003100370036003600,0.718577589,7.954735985
fffe32003600320031003600,0.590362409,7.065023036
fffe32003000380030003700,0.46149155,5.979747518
fffe32003700340034003800,0.46149155,5.968196437
fffe32003100350030003100,0.329411346,4.848914551
fffe32003400380031003200,0.254285563,4.072767814
fffe31003300370030003800,0.739700889,8.061380389
fffe32003500360031003400,0.62486213,7.475936492
fffe3600370037003500,0.262564369,4.09767992
fffe32003300380034003100,0.436015126,5.718380903
fffe32003800310031003300,0.739700889,8.061380389
fffe31003700330031003300,0.525542446,6.652886431
fffe32003000300036003900,0.861618402,9.250433311
fffe31003200370032003100,0.675373057,8.245797023
fffe3500340039003400,0.459481525,5.69175552
fffe32003400330037003400,0.5364244,6.407660207
fffe31003000340039003900,0.461946432,5.899659741
fffe31003600350038003800,0.861618402,9.250433311
fffe3400320039003600,0.147012473,2.330981112
fffe3800310034003200,0.380918637,5.305244009
fffe31003500340033003600,0.262564369,4.089570806
fffe3700340036003200,0.34499061,4.79108067
fffe32003800340036003200,0.673988973,7.458739611
fffe3700390035003900,0.254285563,4.062145297
fffe32003500300039003100,0.609928633,7.202371815
fffe31003800340039003900,0.474682515,5.948148002
fffe32003200360032003300,0.590362409,7.065023036
fffe3900370038003200,0.662167637,7.434310827
fffe3400300031003000,0.254285563,4.062145297
fffe31003700390036003500,0.657523783,7.558137622
fffe32003000390035003900,0.525542446,6.646806298
fffe32003400330038003700,0.574903375,6.834221258
fffe32003100300037003100,0.574903375,6.834221258
fffe32003700390038003300,0.474682515,5.948148002
fffe31003400380034003400,0.590362409,7.065023036
fffe31003500310036003100,0.710298783,7.933345612
fffe31003200360032003300,0.474682515,5.948148002
fffe33003400350032003300,0.397965516,5.337944781
fffe32003300300035003300,0.356746115,5.012484265
fffe33003200380031003700,0.281620332,4.00016727
fffe3700360039003000,0.13149904,2.437718707
fffe33003300310035003000,0.389197442,5.355559378
fffe31003500390036003900,0.474682515,5.948148002
fffe380037003500,0.474682515,5.942067869
fffe31003200330033003100,0.34499061,4.79108067
fffe31003200320032003700,0.459481525,5.69175552
fffe33003000380031003700,0.254285563,4.072767814
fffe32003400320032003300,0.60966114,7.440135984
fffe33003000340035003500,0.727879553,8.023487985
fffe31003800320033003300,0.46149155,5.979747518
fffe3600390031003800,0.397965516,5.335683639
fffe33003300370036003700,0.13149904,2.437718707
fffe31003600390032003000,0.436015126,5.727418583
fffe32003000350038003100,0.356746115,5.012484265
fffe31003500330033003400,0.253153488,3.618448937
fffe32003000380032003800,0.475809292,6.137519268
fffe31003400350032003000,0.253153488,3.629071454
fffe31003300300037003700,0.462678839,5.702185111
fffe310032003900,0.574903375,6.834221258
fffe33003200380036003500,0.397965516,5.337944781
fffe3900340033003300,0.281620332,3.986128271
fffe33003000380036003000,0.673988973,7.458739611
fffe31003500300038003400,0.5364244,6.407660207
fffe3500350036003500,0.507231293,6.44553382
fffe3600350033003500,0.33112775,4.662285249
fffe33003200300037003100,0.35671643,4.737113168
fffe3300310032003000,0.543237516,6.99253574
fffe32003100300034003800,0.262564369,4.089570806
fffe3300320038003500,0.590362409,7.065023036
fffe32003000330035003400,0.590362409,7.065023036
fffe3800330036003800,0.46149155,5.968196437
fffe3600360030003200,0.329411346,4.84442796
fffe3500380036003000,0.509513977,6.180284019
fffe31003200380036003500,0.843484706,8.909167222
fffe3200380038003300,0.436015126,5.727418583
fffe33003400390031003100,0.574903375,6.834221258
fffe3700320039003400,0.62486213,7.475936492
fffe31003600380030003100,0.397965516,5.337944781
fffe3900300035003800,0.436015126,5.727418583
fffe31003300360036003900,0.356746115,5.012484265
fffe31003100360032003200,0.576968901,7.1419703
fffe31003500340031003600,0.461946432,5.899659741
fffe31003000300034003700,0.461946432,5.899659741
fffe3600380032003700,0.223780697,3.524958765
fffe32003800310037003800,0.46149155,5.979747518
fffe31003600370034003600,0.459481525,5.69175552
fffe32003400320038003600,0.525542446,6.652886431
fffe32003300340036003200,0.574903375,6.834221258
fffe3500300038003900,0.524973011,6.556421954
fffe31003500360036003000,0.5364244,6.407660207
fffe31003000390036003800,0.652865672,7.4954391
fffe3900320031003600,0.33112775,4.662285249
fffe33003300360035003400,0.461946432,5.899659741
fffe31003100370038003700,0.254285563,4.062145297
fffe33003300320034003500,0.185796145,2.616954134
fffe3300370033003700,0.35671643,4.737113168
fffe32003000320030003100,0.411828376,5.48139721
fffe32003400320036003000,0.411828376,5.48139721
fffe33003200330037003600,0.411828376,5.48139721
fffe31003900380031003100,0.861618402,9.250433311
fffe3700350035003200,0.33112775,4.657798658
fffe32003100310030003200,0.34499061,4.79108067
fffe31003100370031003400,0.5364244,6.407660207
fffe31003800370030003700,0.262564369,4.089570806
fffe3700370034003600,0.411828376,5.48139721
fffe3900370039003400,0.231015324,3.540454965
fffe32003500330035003600,0.223780697,3.524958765
fffe31003300360031003900,0.459481525,5.69175552
fffe32003300380034003800,0.397965516,5.337944781
fffe31003800390035003000,0.60966114,7.440135984
fffe31003100300039003300,0.595280053,7.216022491
fffe32003100350033003200,0.525542446,6.652886431
fffe3200360034003100,0.147012473,2.330981112
fffe32003200340033003800,0.337690152,4.904528722
fffe32003600360030003100,0.718577589,7.954735985
fffe31003600340033003500,0.524973011,6.550341821
fffe3200330030003800,0.254285563,4.062145297
fffe32003900370035003300,0.33112775,4.662285249
fffe31003500380031003300,0.158833809,2.257400385
fffe31003600360038003400,0.380918637,5.302982867
fffe3400380034003800,0.329411346,4.848914551
fffe33003100380039003200,0.35671643,4.75842485
fffe31003100330034003200,0.461946432,5.899659741
fffe31003600340030003800,0.525542446,6.646806298
fffe3100380035003900,0.262564369,4.089570806
fffe32003900380039003500,0.139777846,2.377054206
fffe31003700300030003800,0.55162539,6.654691351
fffe31003800370031003800,0.557100376,7.051131186
fffe3200330033003600,0.254285563,4.062145297
fffe3700360038003700,0.805901126,8.685358593
fffe3300320031003700,0.525542446,6.646806298
fffe31003100360030003200,0.411828376,5.476622666
fffe31003300360036003800,0.436015126,5.727418583
fffe32003100390033003800,0.590362409,7.065023036
fffe31003900350039003000,0.436015126,5.718380903
fffe32003200320033003300,0.337690152,4.904528722
fffe32003800340035003300,0.55162539,6.654691351
fffe31003100330032003800,0.329411346,4.84442796
fffe3400350039003900,0.344924779,4.923494598
fffe3800310036003000,0.262564369,4.09767992
fffe31003600320033003600,0.439934603,5.641201434
fffe32003400370039003500,0.337690152,4.904528722
fffe3700300036003800,0.178561518,2.735207874
fffe33003000300033003200,0.509513977,6.180284019
fffe33003000370037003100,0.590362409,7.065023036
fffe31003100320038003100,0.657523783,7.558137622
fffe32003500370035003700,0.673988973,7.458739611
fffe31003100320038003500,0.62486213,7.475936492
fffe32003600300035003500,0.262564369,4.089570806
fffe32003600300034003900,0.436015126,5.727418583
fffe3300320039003400,0.461946432,5.899659741
fffe32003800390033003300,0.657523783,7.558137622
fffe31003600340035003800,0.46149155,5.968196437
fffe32003000390030003700,0.329411346,4.84442796
fffe31003300320038003100,0.33112775,4.657798658
fffe31003600370030003700,0.139777846,2.377054206
fffe32003000330039003400,0.590362409,7.065023036
fffe31003800340037003100,0.46149155,5.979747518
fffe31003500370038003900,0.34499061,4.793053858
fffe3500300037003700,0.507231293,6.44553382
fffe32003000320037003300,0.33112775,4.662285249
fffe31003900320036003700,0.590362409,7.065023036
fffe31003900350038003800,0.727879553,8.023487985
fffe31003800300034003200,0.411828376,5.48139721
fffe33003400350036003800,0.642064749,7.492203168
fffe31003400340034003400,0.673988973,7.458739611
fffe32003600320037003200,0.397965516,5.337944781
fffe3300390033003300,0.424733613,5.458589053
fffe32003200300031003300,0.329411346,4.848914551
fffe3100360036003100,0.262564369,4.089570806
fffe31003100320039003900,0.380918637,5.305244009
fffe32003700350031003400,0.590362409,7.065023036
fffe33003100360033003100,0.524973011,6.556421954
fffe3400310039003600,0.269798996,3.983064575
fffe32003300330036003400,0.60966114,7.440135984
fffe33003100320038003300,0.590362409,7.065023036
fffe32003200330034003600,0.262564369,4.089570806
fffe31003700350038003500,0.60966114,7.440135984
fffe32003100390030003900,0.411828376,5.48139721
fffe31003000330036003000,0.411828376,5.48139721
fffe390034003300,0.139777846,2.377054206
fffe3300310039003200,0.439934603,5.641201434
fffe31003700320030003600,0.282604814,4.476642312
fffe31003500330030003600,0.673988973,7.458739611
fffe32003300360039003200,0.784777825,8.595661901
fffe3500350031003400,0.475809292,6.137519268
fffe33003000390037003000,0.397965516,5.335683639
fffe3800340030003800,0.79407979,8.659812322
fffe3500390039003500,0.525542446,6.646806298
fffe32003100330033003100,0.253153488,3.629071454
fffe31003900380035003800,0.625115741,8.193185072
fffe31003200370033003400,0.436015126,5.727418583
fffe33003300340036003500,0.5364244,6.407660207
fffe3900380032003000,0.474682515,5.942067869
fffe32003700370035003500,0.170282712,2.684604939
fffe31003900330039003500,0.337690152,4.904528722
fffe32003400300036003900,0.329411346,4.848914551
fffe31003800320037003800,0.269798996,3.983064575
fffe3400360039003400,0.509513977,6.180284019
fffe32003700390036003000,0.254285563,4.062145297
fffe320032003600,0.595280053,7.216022491
fffe31003200300037003300,0.329411346,4.84442796
fffe3700380033003700,0.509513977,6.186364152
fffe330038003800,0.574903375,6.834221258
fffe33003200340038003100,0.33112775,4.662285249
fffe32003800370035003100,0.13149904,2.437718707
fffe3800300036003000,0.590362409,7.065023036
fffe32003200340039003800,0.337690152,4.90650191
fffe31003600320033003900,0.13149904,2.437718707
fffe3500340037003700,0.397965516,5.335683639
fffe32003500340039003100,0.427879607,5.773796619
fffe31003400380033003100,0.427879607,5.773796619
fffe3600370031003600,0.215501891,3.575118318
fffe32003600360035003000,0.254285563,4.062145297
fffe33003100380037003100,0.644586867,7.456788498
fffe32003900390035003100,0.590362409,7.065023036
fffe3800360039003300,0.33112775,4.657798658
fffe32003200310035003200,0.380918637,5.302982867
fffe31003200340036003300,0.5364244,6.407660207
fffe32003300340033003900,0.574903375,6.834221258
fffe32003800380033003500,0.710298783,7.933345612
fffe32003400380039003400,0.329411346,4.84442796
fffe3500350037003700,0.397965516,5.335683639
fffe32003700330037003800,0.5364244,6.407660207
fffe3700320030003800,0.475809292,6.143599401
fffe31003400350033003300,0.524973011,6.556421954
fffe380030003600,0.576968901,7.144483702
fffe31003300380038003400,0.329411346,4.84442796
fffe31003300330038003300,0.524973011,6.550341821
fffe33003200390039003800,0.139777846,2.387076763
fffe31003000340034003200,0.525542446,6.646806298
fffe3700310031003400,0.524973011,6.556421954
fffe32003500350032003100,0.843484706,8.909167222
fffe3100310037003400,0.55162539,6.654691351
fffe33003200360031003600,0.739700889,8.061380389
fffe31003900300038003300,0.170282712,2.672068979
fffe3400380039003900,0.79407979,8.659812322
fffe3500330036003500,0.576968901,7.1419703
fffe3800330035003100,0.723235699,8.455316161
fffe3100310032003200,0.46149155,5.979747518
fffe32003200340030003600,0.254285563,4.062145297
fffe33003300370038003900,0.33112775,4.657798658
fffe340035003600,0.590362409,7.065023036
fffe31003800370038003200,0.436015126,5.718380903
fffe3900330035003200,0.79407979,8.659812322
fffe31003700340039003300,0.727879553,8.023487985
fffe3100300034003300,0.55162539,6.654691351
fffe32003200380035003400,0.543237516,6.995049143
fffe3700300030003100,0.436015126,5.718380903
fffe3600370034003300,0.459481525,5.69175552
fffe31003700300037003700,0.459481525,5.697835653
fffe3900300032003200,0.397965516,5.337944781
fffe32003200340033003500,0.397965516,5.337944781
fffe31003500370034003300,0.158833809,2.257400385
fffe32003500350033003100,0.269798996,3.999616976
fffe33003300360033003600,0.411828376,5.48139721
fffe3900310038003000,0.170282712,2.672068979
fffe31003100390032003800,0.657523783,7.558137622
fffe32003900340038003500,0.590362409,7.065023036
fffe32003000300030003000,0.710298783,7.933345612
fffe31003600380037003000,0.690574047,8.264337303
fffe32003900330035003000,0.411828376,5.476622666
fffe3600310031003500,0.35671643,4.737113168
fffe3200380033003400,0.337690152,4.904528722
fffe32003800310030003700,0.723235699,8.455316161
fffe3900300032003300,0.574903375,6.834221258
fffe33003400350039003800,0.34499061,4.79108067
fffe31003600310033003100,0.525542446,6.646806298
fffe31003700320039003100,0.13149904,2.437718707
fffe3600360034003900,0.158833809,2.273352828
fffe31003800310031003000,0.329411346,4.84442796
fffe33003300320039003300,0.436015126,5.727418583
fffe3200380032003700,0.411828376,5.48139721
fffe3400390032003700,0.739700889,8.061380389
fffe32003900360031003000,0.79407979,8.659812322
fffe33003400360031003100,0.33112775,4.662285249
fffe32003700380033003200,0.642064749,7.492203168
fffe3500380030003100,0.574903375,6.834221258
fffe32003400370036003400,0.33112775,4.657798658
fffe33003100360033003700,0.254285563,4.062145297
fffe32003800380031003100,0.397965516,5.337944781
fffe3400310031003000,0.5364244,6.407660207
fffe31003800370030003500,0.178561518,2.735207874
fffe3700360036003800,0.657523783,7.558137622
fffe32003300310030003000,0.254285563,4.062145297
fffe32003300340036003900,0.269798996,3.983064575
fffe32003600310039003200,0.427879607,5.773796619
fffe3100380030003000,0.590362409,7.065023036
fffe3500310035003900,0.79407979,8.659812322
fffe33003400360030003800,0.46149155,5.979747518
fffe32003000300034003500,0.673988973,7.458739611
fffe32003600330037003000,0.590362409,7.065023036
fffe3900300034003600,0.35671643,4.75842485
fffe31003400380036003000,0.5364244,6.407660207
fffe31003400350031003000,0.13149904,2.437718707
fffe31003600360036003200,0.574903375,6.834221258
fffe32003100360035003900,0.5364244,6.407660207
fffe31003600340030003200,0.329411346,4.84442796
fffe31003200370037003600,0.462678839,5.702185111
fffe3200380039003300,0.34499061,4.79108067
fffe3800340030003700,0.337690152,4.904528722
fffe31003200310030003400,0.461946432,5.899659741
fffe330037003700,0.147012473,2.330981112
fffe31003600360035003500,0.178561518,2.735207874
fffe31003700320032003900,0.662167637,7.434310827
fffe31003400360033003300,0.474682515,5.942067869
fffe3800350031003600,0.673988973,7.458739611
fffe33003400380032003300,0.55162539,6.654691351
fffe33003100340038003100,0.507231293,6.454127355
fffe32003300340032003300,0.337690152,4.904528722
fffe32003400320035003300,0.727879553,8.023487985
fffe32003900340034003200,0.673988973,7.458739611
fffe32003600330036003200,0.739700889,8.061380389
fffe32003800340039003900,0.13149904,2.450254666
fffe32003800350037003600,0.13149904,2.437718707
fffe31003500330035003500,0.397965516,5.335683639
fffe3100380030003700,0.170282712,2.684604939
fffe31003200380031003800,0.408892999,5.570385696
fffe3600320034003100,0.269798996,3.983064575
fffe31003700310033003100,0.33112775,4.657798658
fffe31003800300037003600,0.461946432,5.899659741
fffe33003000380036003200,0.60966114,7.440135984
fffe31003200360036003000,0.557100376,7.051131186
fffe31003400340032003200,0.439934603,5.63642689
fffe3100380033003100,0.5364244,6.407660207
fffe32003300310032003400,0.657523783,7.558137622
fffe32003000330035003700,0.60966114,7.440135984
fffe31003800340038003100,0.411828376,5.48139721
fffe32003900350035003700,0.337690152,4.904528722
fffe31003300390039003700,0.727879553,8.023487985
fffe3600370036003200,0.231015324,3.540454965
fffe31003900380030003700,0.411828376,5.48139721
fffe3600390035003300,0.673988973,7.458739611
fffe3600370032003300,0.609928633,7.202371815
fffe310032003800,0.657523783,7.558137622
fffe32003800340031003100,0.185796145,2.616954134
fffe32003900330036003200,0.673988973,7.458739611
fffe33003100370033003200,0.424733613,5.453814509
fffe33003400370039003300,0.380918637,5.305244009
fffe32003300370031003300,0.329411346,4.848914551
fffe33003000330032003800,0.652865672,7.4954391
fffe31003900380032003100,0.170282712,2.684604939
fffe31003300340036003700,0.397965516,5.335683639
fffe3700360030003800,0.13149904,2.437718707
fffe32003800340031003000,0.582729966,6.975064656
fffe33003100300037003400,0.13149904,2.437718707
fffe32003400370036003900,0.524973011,6.556421954
fffe32003000330031003900,0.507231293,6.44553382
fffe32003900340038003600,0.524973011,6.550341821
fffe32003100320033003500,0.13149904,2.437718707
fffe3800340034003600,0.329411346,4.84442796
